STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	210	6	45	37253956	37253956	87841	8	7	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	211	6	47	37253956	37253956	255793	13	11	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	212	6	49	37253956	37253956	9686	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	213	6	51	37253956	37253956	14202	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	214	6	53	37253956	37253956	415057	19	18	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	215	6	55	37253956	37253956	136484	10	9	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	216	6	57	37253956	37253956	98764	7	6	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	217	6	59	37253956	37253956	3010232	45	41	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	218	6	61	37253956	37253956	348432	9	8	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	219	6	63	37253956	37253956	20007	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	220	6	65	37253956	37253956	2189641	39	32	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	221	6	67	37253956	37253956	1418788	20	17	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	222	6	69	37253956	37253956	55269	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	223	6	71	37253956	37253956	2035210	39	33	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	224	6	73	37253956	37253956	3095313	32	27	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	225	6	75	37253956	37253956	805235	12	7	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	226	6	77	37253956	37253956	685306	15	10	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	227	6	79	37253956	37253956	269637	17	15	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	228	6	81	37253956	37253956	718451	25	24	99.341	0	0	0	0	0	0	0	0	0	0
9999	2	8	229	6	83	37253956	37253956	423895	16	13	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	230	6	85	37253956	37253956	1781642	27	23	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	231	6	87	37253956	37253956	262382	10	9	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	232	6	89	37253956	37253956	177223	8	6	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	233	6	91	37253956	37253956	3240	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	234	6	93	37253956	37253956	44900	15	13	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	235	6	95	37253956	37253956	413344	13	11	97.7218	0	0	0	0	0	0	0	0	0	0
9999	2	8	236	6	97	37253956	37253956	483878	18	17	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	237	6	99	37253956	37253956	514453	16	13	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	238	6	101	37253956	37253956	94737	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	239	6	103	37253956	37253956	63463	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	240	6	105	37253956	37253956	13786	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	241	6	107	37253956	37253956	442179	14	12	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	242	6	109	37253956	37253956	55365	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	243	6	111	37253956	37253956	823318	21	18	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	244	6	113	37253956	37253956	200849	10	8	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	245	6	115	37253956	37253956	72155	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	246	6	777	37253956	37253956	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	247	8	1	5029196	4912403	441603	8	10	100	1	3	0	0	0	1	0	1	2	0
9999	2	8	248	8	3	5029196	4912403	15445	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	249	8	5	5029196	4912403	572003	13	12	99.9645	2	4	0	0	0	2	0	1	2	0
9999	2	8	250	8	7	5029196	4912403	12084	3	2	57.1458	0	0	0	0	0	0	0	0	0	0
9999	2	8	251	8	9	5029196	4912403	3788	4	4	96.8783	0	0	0	0	0	0	0	0	0	0
9999	2	8	252	8	11	5029196	4912403	6499	2	2	62.9174	0	0	0	0	0	0	0	0	0	0
9999	2	8	253	8	13	5029196	4912403	294567	8	8	100	1	2	0	0	0	1	0	1	1	0
9999	2	8	254	8	14	5029196	4912403	55889	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	255	8	15	5029196	4912403	17809	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	256	8	17	5029196	4912403	1836	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	257	8	19	5029196	4912403	8054	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	258	8	21	5029196	4912403	0	1	0	0	0	0	0	0	0	0	0	0	0	0
